input_length,config,conv1_bits,conv2_bits,fc1_bits,fc2_bits,seed,label_detected,test_accuracy,train_seconds,status
51,INT 4-8-8-8,4,8,8,8,46,mixed,97.58,88.31634831428528,success
51,INT 4-8-8-4,4,8,8,4,42,mixed,97.081,88.45211482048035,success
51,INT 4-8-8-4,4,8,8,4,43,mixed,97.563,88.83802580833435,success
51,INT 4-8-8-4,4,8,8,4,44,mixed,97.914,88.5048234462738,success
51,INT 4-8-8-4,4,8,8,4,45,mixed,97.124,88.43316292762756,success
51,INT 4-8-8-4,4,8,8,4,46,mixed,97.567,90.7040524482727,success
51,INT 4-8-8-2,4,8,8,2,42,mixed,97.385,90.3881185054779,success
51,INT 4-8-8-2,4,8,8,2,43,mixed,97.505,88.28261113166809,success
51,INT 4-8-8-2,4,8,8,2,44,mixed,97.946,90.5886001586914,success
51,INT 4-8-8-2,4,8,8,2,45,mixed,97.205,90.31387519836426,success
51,INT 4-8-8-2,4,8,8,2,46,mixed,97.532,88.82866287231445,success
51,INT 4-8-4-8,4,8,4,8,42,mixed,97.265,88.42630362510681,success
51,INT 4-8-4-8,4,8,4,8,43,mixed,97.579,90.14425230026245,success
51,INT 4-8-4-8,4,8,4,8,44,mixed,97.92,88.66886520385742,success
51,INT 4-8-4-8,4,8,4,8,45,mixed,96.753,90.1834397315979,success
51,INT 4-8-4-8,4,8,4,8,46,mixed,97.598,90.4486653804779,success
51,INT 4-8-4-4,4,8,4,4,42,mixed,97.439,89.70946669578552,success
51,INT 4-8-4-4,4,8,4,4,43,mixed,97.573,88.64061045646667,success
51,INT 4-8-4-4,4,8,4,4,44,mixed,98.061,88.80887007713318,success
51,INT 4-8-4-4,4,8,4,4,45,mixed,97.149,90.60942554473877,success
51,INT 4-8-4-4,4,8,4,4,46,mixed,97.566,89.6943850517273,success
51,INT 4-8-4-2,4,8,4,2,42,mixed,97.45,91.63303184509277,success
51,INT 4-8-4-2,4,8,4,2,43,mixed,97.514,88.51073837280273,success
51,INT 4-8-4-2,4,8,4,2,44,mixed,97.947,90.37375593185425,success
51,INT 4-8-4-2,4,8,4,2,45,mixed,97.289,89.90691375732422,success
51,INT 4-8-4-2,4,8,4,2,46,mixed,97.505,88.39704728126526,success
51,INT 4-8-2-8,4,8,2,8,42,mixed,97.637,90.19570279121399,success
51,INT 4-8-2-8,4,8,2,8,43,mixed,97.603,90.21775960922241,success
51,INT 4-8-2-8,4,8,2,8,44,mixed,98.116,87.55109238624573,success
51,INT 4-8-2-8,4,8,2,8,45,mixed,97.196,89.62208247184753,success
51,INT 4-8-2-8,4,8,2,8,46,mixed,97.567,88.61944723129272,success
51,INT 4-8-2-4,4,8,2,4,42,mixed,97.647,88.818532705307,success
51,INT 4-8-2-4,4,8,2,4,43,mixed,97.635,87.27963542938232,success
51,INT 4-8-2-4,4,8,2,4,44,mixed,98.064,91.67016768455505,success
51,INT 4-8-2-4,4,8,2,4,45,mixed,97.406,90.03852891921997,success
51,INT 4-8-2-4,4,8,2,4,46,mixed,97.535,88.84858059883118,success
51,INT 4-8-2-2,4,8,2,2,42,mixed,97.629,90.50213646888733,success
51,INT 4-8-2-2,4,8,2,2,43,mixed,97.5,89.75257921218872,success
51,INT 4-8-2-2,4,8,2,2,44,mixed,98.024,88.79568815231323,success
51,INT 4-8-2-2,4,8,2,2,45,mixed,97.165,88.97734045982361,success
51,INT 4-8-2-2,4,8,2,2,46,mixed,97.457,88.4192910194397,success
51,INT 4-4-8-8,4,4,8,8,42,mixed,97.472,88.17289757728577,success
51,INT 4-4-8-8,4,4,8,8,43,mixed,97.497,88.37919521331787,success
51,INT 4-4-8-8,4,4,8,8,44,mixed,98.192,88.665536403656,success
51,INT 4-4-8-8,4,4,8,8,45,mixed,97.255,88.45125937461853,success
51,INT 4-4-8-8,4,4,8,8,46,mixed,97.537,88.27937030792236,success
51,INT 4-4-8-4,4,4,8,4,42,mixed,97.479,88.43245911598206,success
51,INT 4-4-8-4,4,4,8,4,43,mixed,97.497,88.460200548172,success
51,INT 4-4-8-4,4,4,8,4,44,mixed,98.183,88.62426018714905,success
51,INT 4-4-8-4,4,4,8,4,45,mixed,97.08,90.1160843372345,success
51,INT 4-4-8-4,4,4,8,4,46,mixed,97.523,89.84500122070312,success
51,INT 4-4-8-2,4,4,8,2,42,mixed,97.482,88.8445611000061,success
51,INT 4-4-8-2,4,4,8,2,43,mixed,97.487,87.34112238883972,success
51,INT 4-4-8-2,4,4,8,2,44,mixed,98.24,89.67468166351318,success
51,INT 4-4-8-2,4,4,8,2,45,mixed,97.188,88.34768557548523,success
51,INT 4-4-8-2,4,4,8,2,46,mixed,97.495,85.99226975440979,success
51,INT 4-4-4-8,4,4,4,8,42,mixed,97.474,88.20439314842224,success
51,INT 4-4-4-8,4,4,4,8,43,mixed,97.515,90.56752157211304,success
51,INT 4-4-4-8,4,4,4,8,44,mixed,98.169,89.63538599014282,success
51,INT 4-4-4-8,4,4,4,8,45,mixed,97.01,90.66918802261353,success
51,INT 4-4-4-8,4,4,4,8,46,mixed,97.59,90.15388822555542,success
51,INT 4-4-4-4,4,4,4,4,42,INT4,97.476,90.33258390426636,success
51,INT 4-4-4-4,4,4,4,4,43,INT4,97.522,89.66201663017273,success
51,INT 4-4-4-4,4,4,4,4,44,INT4,98.174,88.36791849136353,success
51,INT 4-4-4-4,4,4,4,4,45,INT4,97.229,88.6379759311676,success
51,INT 4-4-4-4,4,4,4,4,46,INT4,97.5,88.44355988502502,success
51,INT 4-4-4-2,4,4,4,2,42,mixed,97.479,91.80737972259521,success
51,INT 4-4-4-2,4,4,4,2,43,mixed,97.466,90.24712824821472,success
51,INT 4-4-4-2,4,4,4,2,44,mixed,98.245,88.83027386665344,success
51,INT 4-4-4-2,4,4,4,2,45,mixed,96.836,90.4954948425293,success
51,INT 4-4-4-2,4,4,4,2,46,mixed,97.468,87.88505411148071,success
51,INT 4-4-2-8,4,4,2,8,42,mixed,97.562,90.31882190704346,success
51,INT 4-4-2-8,4,4,2,8,43,mixed,97.452,88.11277937889099,success
51,INT 4-4-2-8,4,4,2,8,44,mixed,98.263,90.36404418945312,success
51,INT 4-4-2-8,4,4,2,8,45,mixed,97.049,90.3359227180481,success
51,INT 4-4-2-8,4,4,2,8,46,mixed,97.564,89.63961577415466,success
51,INT 4-4-2-4,4,4,2,4,42,mixed,97.711,88.42048525810242,success
51,INT 4-4-2-4,4,4,2,4,43,mixed,97.563,87.33743929862976,success
51,INT 4-4-2-4,4,4,2,4,44,mixed,98.263,90.47358965873718,success
51,INT 4-4-2-4,4,4,2,4,45,mixed,96.973,89.24112749099731,success
51,INT 4-4-2-4,4,4,2,4,46,mixed,97.558,89.9790563583374,success
51,INT 4-4-2-2,4,4,2,2,42,mixed,97.625,87.56808614730835,success
51,INT 4-4-2-2,4,4,2,2,43,mixed,97.447,88.15492677688599,success
51,INT 4-4-2-2,4,4,2,2,44,mixed,98.296,88.16898822784424,success
51,INT 4-4-2-2,4,4,2,2,45,mixed,97.012,90.51552963256836,success
51,INT 4-4-2-2,4,4,2,2,46,mixed,97.461,88.01018047332764,success
51,INT 4-2-8-8,4,2,8,8,42,mixed,97.006,90.33827757835388,success
51,INT 4-2-8-8,4,2,8,8,43,mixed,96.732,89.73985171318054,success
51,INT 4-2-8-8,4,2,8,8,44,mixed,97.966,88.32245063781738,success
51,INT 4-2-8-8,4,2,8,8,45,mixed,96.09,88.43431568145752,success
51,INT 4-2-8-8,4,2,8,8,46,mixed,97.515,90.17641830444336,success
51,INT 4-2-8-4,4,2,8,4,42,mixed,97.024,89.86890006065369,success
51,INT 4-2-8-4,4,2,8,4,43,mixed,96.466,88.77903294563293,success
51,INT 4-2-8-4,4,2,8,4,44,mixed,97.969,88.56958770751953,success
51,INT 4-2-8-4,4,2,8,4,45,mixed,96.338,88.53192663192749,success
51,INT 4-2-8-4,4,2,8,4,46,mixed,97.478,88.61123776435852,success
51,INT 4-2-8-2,4,2,8,2,42,mixed,97.044,90.220046043396,success
51,INT 4-2-8-2,4,2,8,2,43,mixed,96.302,91.5631971359253,success
51,INT 4-2-8-2,4,2,8,2,44,mixed,97.588,89.85655546188354,success
51,INT 4-2-8-2,4,2,8,2,45,mixed,96.262,88.22715353965759,success
51,INT 4-2-8-2,4,2,8,2,46,mixed,97.034,90.0603563785553,success
51,INT 4-2-4-8,4,2,4,8,42,mixed,97.017,89.88620519638062,success
51,INT 4-2-4-8,4,2,4,8,43,mixed,96.776,89.22683572769165,success
51,INT 4-2-4-8,4,2,4,8,44,mixed,97.96,89.59587216377258,success
51,INT 4-2-4-8,4,2,4,8,45,mixed,96.374,89.98748469352722,success
51,INT 4-2-4-8,4,2,4,8,46,mixed,97.519,88.84115171432495,success
51,INT 4-2-4-4,4,2,4,4,42,mixed,97.032,90.50622081756592,success
51,INT 4-2-4-4,4,2,4,4,43,mixed,96.759,89.75378131866455,success
51,INT 4-2-4-4,4,2,4,4,44,mixed,97.961,90.448486328125,success
51,INT 4-2-4-4,4,2,4,4,45,mixed,96.361,90.34022760391235,success
51,INT 4-2-4-4,4,2,4,4,46,mixed,97.488,90.3434705734253,success
51,INT 4-2-4-2,4,2,4,2,42,mixed,97.053,89.78139090538025,success
51,INT 4-2-4-2,4,2,4,2,43,mixed,96.42,86.93821740150452,success
51,INT 4-2-4-2,4,2,4,2,44,mixed,97.626,90.54587626457214,success
51,INT 4-2-4-2,4,2,4,2,45,mixed,96.285,90.5077211856842,success
51,INT 4-2-4-2,4,2,4,2,46,mixed,97.414,88.27467012405396,success
51,INT 4-2-2-8,4,2,2,8,42,mixed,97.061,91.5816855430603,success
51,INT 4-2-2-8,4,2,2,8,43,mixed,96.678,88.23683166503906,success
51,INT 4-2-2-8,4,2,2,8,44,mixed,97.974,88.6152572631836,success
51,INT 4-2-2-8,4,2,2,8,45,mixed,96.914,90.34147238731384,success
51,INT 4-2-2-8,4,2,2,8,46,mixed,97.571,88.22607755661011,success
51,INT 4-2-2-4,4,2,2,4,42,mixed,97.095,90.27144360542297,success
51,INT 4-2-2-4,4,2,2,4,43,mixed,96.753,93.71508836746216,success
51,INT 4-2-2-4,4,2,2,4,44,mixed,97.946,88.8146231174469,success
51,INT 4-2-2-4,4,2,2,4,45,mixed,96.826,88.36379766464233,success
51,INT 4-2-2-4,4,2,2,4,46,mixed,97.598,88.61253595352173,success
51,INT 4-2-2-2,4,2,2,2,42,mixed,97.086,88.98755550384521,success
51,INT 4-2-2-2,4,2,2,2,43,mixed,96.881,88.54433989524841,success
51,INT 4-2-2-2,4,2,2,2,44,mixed,97.92,90.34895372390747,success
51,INT 4-2-2-2,4,2,2,2,45,mixed,96.755,90.0871274471283,success
51,INT 4-2-2-2,4,2,2,2,46,mixed,97.37,88.81640434265137,success
51,INT 2-8-8-8,2,8,8,8,42,mixed,96.477,88.78692269325256,success
51,INT 2-8-8-8,2,8,8,8,43,mixed,93.446,88.26479864120483,success
51,INT 2-8-8-8,2,8,8,8,44,mixed,95.256,90.11371541023254,success
51,INT 2-8-8-8,2,8,8,8,45,mixed,91.711,89.83851528167725,success
51,INT 2-8-8-8,2,8,8,8,46,mixed,95.544,88.91765260696411,success
51,INT 2-8-8-4,2,8,8,4,42,mixed,95.871,89.65187764167786,success
51,INT 2-8-8-4,2,8,8,4,43,mixed,93.39,89.82334089279175,success
51,INT 2-8-8-4,2,8,8,4,44,mixed,95.255,88.48705005645752,success
51,INT 2-8-8-4,2,8,8,4,45,mixed,90.425,90.54283308982849,success
51,INT 2-8-8-4,2,8,8,4,46,mixed,95.504,88.7588701248169,success
51,INT 2-8-8-2,2,8,8,2,42,mixed,96.521,90.0410783290863,success
51,INT 2-8-8-2,2,8,8,2,43,mixed,93.169,88.19724082946777,success
51,INT 2-8-8-2,2,8,8,2,44,mixed,95.241,88.66414165496826,success
51,INT 2-8-8-2,2,8,8,2,45,mixed,92.067,88.81828546524048,success
51,INT 2-8-8-2,2,8,8,2,46,mixed,95.631,91.2409896850586,success
51,INT 2-8-4-8,2,8,4,8,42,mixed,96.411,89.20968985557556,success
51,INT 2-8-4-8,2,8,4,8,43,mixed,93.385,88.44167709350586,success
51,INT 2-8-4-8,2,8,4,8,44,mixed,95.295,88.94831371307373,success
51,INT 2-8-4-8,2,8,4,8,45,mixed,90.885,88.60007429122925,success
51,INT 2-8-4-8,2,8,4,8,46,mixed,95.522,88.7775616645813,success
51,INT 2-8-4-4,2,8,4,4,42,mixed,96.393,89.46870231628418,success
51,INT 2-8-4-4,2,8,4,4,43,mixed,93.889,90.37839579582214,success
51,INT 2-8-4-4,2,8,4,4,44,mixed,95.276,90.48821949958801,success
51,INT 2-8-4-4,2,8,4,4,45,mixed,91.624,89.80348348617554,success
51,INT 2-8-4-4,2,8,4,4,46,mixed,95.486,90.06537413597107,success
51,INT 2-8-4-2,2,8,4,2,42,mixed,96.521,91.98398208618164,success
51,INT 2-8-4-2,2,8,4,2,43,mixed,93.162,91.71768021583557,success
51,INT 2-8-4-2,2,8,4,2,44,mixed,95.224,87.06790018081665,success
51,INT 2-8-4-2,2,8,4,2,45,mixed,92.253,88.32870101928711,success
51,INT 2-8-4-2,2,8,4,2,46,mixed,95.631,87.62497282028198,success
51,INT 2-8-2-8,2,8,2,8,42,mixed,96.827,90.36961007118225,success
51,INT 2-8-2-8,2,8,2,8,43,mixed,94.148,92.2963080406189,success
51,INT 2-8-2-8,2,8,2,8,44,mixed,95.423,89.71003603935242,success
51,INT 2-8-2-8,2,8,2,8,45,mixed,93.629,90.17096281051636,success
51,INT 2-8-2-8,2,8,2,8,46,mixed,95.807,90.33348417282104,success
51,INT 2-8-2-4,2,8,2,4,42,mixed,96.829,88.64338803291321,success
51,INT 2-8-2-4,2,8,2,4,43,mixed,94.175,90.31800770759583,success
51,INT 2-8-2-4,2,8,2,4,44,mixed,95.385,89.55629992485046,success
51,INT 2-8-2-4,2,8,2,4,45,mixed,92.299,90.20966625213623,success
51,INT 2-8-2-4,2,8,2,4,46,mixed,95.883,90.68082809448242,success
51,INT 2-8-2-2,2,8,2,2,42,mixed,96.863,90.04954409599304,success
51,INT 2-8-2-2,2,8,2,2,43,mixed,93.93,89.55420017242432,success
51,INT 2-8-2-2,2,8,2,2,44,mixed,95.374,88.58039116859436,success
51,INT 2-8-2-2,2,8,2,2,45,mixed,93.277,90.45611715316772,success
51,INT 2-8-2-2,2,8,2,2,46,mixed,95.894,91.62084984779358,success
51,INT 2-4-8-8,2,4,8,8,42,mixed,96.491,91.6197624206543,success
51,INT 2-4-8-8,2,4,8,8,43,mixed,93.907,89.8286964893341,success
51,INT 2-4-8-8,2,4,8,8,44,mixed,95.129,90.2246880531311,success
51,INT 2-4-8-8,2,4,8,8,45,mixed,92.284,88.87240815162659,success
51,INT 2-4-8-8,2,4,8,8,46,mixed,95.456,87.0928943157196,success
51,INT 2-4-8-4,2,4,8,4,42,mixed,96.553,88.19558310508728,success
51,INT 2-4-8-4,2,4,8,4,43,mixed,93.438,89.4230751991272,success
51,INT 2-4-8-4,2,4,8,4,44,mixed,95.125,89.87282919883728,success
51,INT 2-4-8-4,2,4,8,4,45,mixed,92.153,89.35468292236328,success
51,INT 2-4-8-4,2,4,8,4,46,mixed,95.494,91.09871578216553,success
51,INT 2-4-8-2,2,4,8,2,42,mixed,96.557,88.05741167068481,success
51,INT 2-4-8-2,2,4,8,2,43,mixed,93.749,89.97362351417542,success
51,INT 2-4-8-2,2,4,8,2,44,mixed,95.075,89.70108962059021,success
51,INT 2-4-8-2,2,4,8,2,45,mixed,91.827,88.40219926834106,success
51,INT 2-4-8-2,2,4,8,2,46,mixed,95.5,88.44115257263184,success
51,INT 2-4-4-8,2,4,4,8,42,mixed,95.161,88.87712621688843,success
51,INT 2-4-4-8,2,4,4,8,43,mixed,93.982,89.61846446990967,success
51,INT 2-4-4-8,2,4,4,8,44,mixed,95.159,89.92140913009644,success
51,INT 2-4-4-8,2,4,4,8,45,mixed,92.429,88.49226403236389,success
51,INT 2-4-4-8,2,4,4,8,46,mixed,95.464,89.06693601608276,success
51,INT 2-4-4-4,2,4,4,4,42,mixed,96.486,89.66727828979492,success
51,INT 2-4-4-4,2,4,4,4,43,mixed,93.894,90.24598908424377,success
51,INT 2-4-4-4,2,4,4,4,44,mixed,95.152,88.22090315818787,success
51,INT 2-4-4-4,2,4,4,4,45,mixed,92.229,90.35793471336365,success
51,INT 2-4-4-4,2,4,4,4,46,mixed,95.375,90.09881854057312,success
51,INT 2-4-4-2,2,4,4,2,42,mixed,96.522,88.19805645942688,success
51,INT 2-4-4-2,2,4,4,2,43,mixed,93.772,88.17854285240173,success
51,INT 2-4-4-2,2,4,4,2,44,mixed,95.05,88.79377698898315,success
51,INT 2-4-4-2,2,4,4,2,45,mixed,92.006,88.42415308952332,success
51,INT 2-4-4-2,2,4,4,2,46,mixed,95.512,88.23729586601257,success
51,INT 2-4-2-8,2,4,2,8,42,mixed,95.773,88.21548509597778,success
51,INT 2-4-2-8,2,4,2,8,43,mixed,94.356,90.17039680480957,success
51,INT 2-4-2-8,2,4,2,8,44,mixed,95.095,89.99614715576172,success
51,INT 2-4-2-8,2,4,2,8,45,mixed,93.012,86.9020323753357,success
51,INT 2-4-2-8,2,4,2,8,46,mixed,95.682,89.76765012741089,success
51,INT 2-4-2-4,2,4,2,4,42,mixed,96.892,88.64303755760193,success
51,INT 2-4-2-4,2,4,2,4,43,mixed,94.206,87.12414741516113,success
51,INT 2-4-2-4,2,4,2,4,44,mixed,95.24,91.67307996749878,success
51,INT 2-4-2-4,2,4,2,4,45,mixed,92.854,90.65060114860535,success
51,INT 2-4-2-4,2,4,2,4,46,mixed,95.634,89.66208624839783,success
51,INT 2-4-2-2,2,4,2,2,42,mixed,96.875,90.12205004692078,success
51,INT 2-4-2-2,2,4,2,2,43,mixed,94.122,88.44169235229492,success
51,INT 2-4-2-2,2,4,2,2,44,mixed,94.78,88.90905427932739,success
51,INT 2-4-2-2,2,4,2,2,45,mixed,92.594,89.901118516922,success
51,INT 2-4-2-2,2,4,2,2,46,mixed,95.979,90.34235382080078,success
51,INT 2-2-8-8,2,2,8,8,42,mixed,95.425,88.64361310005188,success
51,INT 2-2-8-8,2,2,8,8,43,mixed,94.348,88.30890035629272,success
51,INT 2-2-8-8,2,2,8,8,44,mixed,95.027,88.4075059890747,success
51,INT 2-2-8-8,2,2,8,8,45,mixed,93.175,88.61187171936035,success
51,INT 2-2-8-8,2,2,8,8,46,mixed,95.285,89.10975193977356,success
51,INT 2-2-8-4,2,2,8,4,42,mixed,93.7,89.71201682090759,success
51,INT 2-2-8-4,2,2,8,4,43,mixed,93.865,91.69553780555725,success
51,INT 2-2-8-4,2,2,8,4,44,mixed,95.012,89.82766461372375,success
51,INT 2-2-8-4,2,2,8,4,45,mixed,91.659,88.22184443473816,success
51,INT 2-2-8-4,2,2,8,4,46,mixed,95.309,88.38112258911133,success
51,INT 2-2-8-2,2,2,8,2,42,mixed,95.411,88.60823130607605,success
51,INT 2-2-8-2,2,2,8,2,43,mixed,93.238,88.45339608192444,success
51,INT 2-2-8-2,2,2,8,2,44,mixed,94.867,90.2164192199707,success
51,INT 2-2-8-2,2,2,8,2,45,mixed,93.326,88.38690114021301,success
51,INT 2-2-8-2,2,2,8,2,46,mixed,95.465,92.12138223648071,success
51,INT 2-2-4-8,2,2,4,8,42,mixed,95.396,90.086092710495,success
51,INT 2-2-4-8,2,2,4,8,43,mixed,94.012,88.80233144760132,success
51,INT 2-2-4-8,2,2,4,8,44,mixed,95.023,91.20115256309509,success
51,INT 2-2-4-8,2,2,4,8,45,mixed,93.304,87.51237869262695,success
51,INT 2-2-4-8,2,2,4,8,46,mixed,95.372,88.89558386802673,success
51,INT 2-2-4-4,2,2,4,4,42,mixed,95.356,89.96390199661255,success
51,INT 2-2-4-4,2,2,4,4,43,mixed,94.035,88.2166383266449,success
51,INT 2-2-4-4,2,2,4,4,44,mixed,94.946,88.82019972801208,success
51,INT 2-2-4-4,2,2,4,4,45,mixed,93.447,87.37123322486877,success
51,INT 2-2-4-4,2,2,4,4,46,mixed,95.354,90.1010856628418,success
51,INT 2-2-4-2,2,2,4,2,42,mixed,95.439,88.19141817092896,success
51,INT 2-2-4-2,2,2,4,2,43,mixed,93.956,88.5707676410675,success
51,INT 2-2-4-2,2,2,4,2,44,mixed,94.786,90.78680658340454,success
51,INT 2-2-4-2,2,2,4,2,45,mixed,91.693,90.57354211807251,success
51,INT 2-2-4-2,2,2,4,2,46,mixed,95.597,89.48306584358215,success
51,INT 2-2-2-8,2,2,2,8,42,mixed,95.461,89.69168186187744,success
51,INT 2-2-2-8,2,2,2,8,43,mixed,94.12,88.17504477500916,success
51,INT 2-2-2-8,2,2,2,8,44,mixed,95.236,88.82841897010803,success
51,INT 2-2-2-8,2,2,2,8,45,mixed,92.683,88.62040567398071,success
51,INT 2-2-2-8,2,2,2,8,46,mixed,95.964,88.25707030296326,success
51,INT 2-2-2-4,2,2,2,4,42,mixed,95.156,88.3186764717102,success
51,INT 2-2-2-4,2,2,2,4,43,mixed,94.085,88.81220531463623,success
51,INT 2-2-2-4,2,2,2,4,44,mixed,95.142,88.81291317939758,success
51,INT 2-2-2-4,2,2,2,4,45,mixed,92.501,88.39249801635742,success
51,INT 2-2-2-4,2,2,2,4,46,mixed,95.921,88.36766815185547,success
51,INT 2-2-2-2,2,2,2,2,42,INT2,94.832,89.01830387115479,success
51,INT 2-2-2-2,2,2,2,2,43,INT2,93.372,88.59675168991089,success
51,INT 2-2-2-2,2,2,2,2,44,INT2,95.08,88.18560194969177,success
51,INT 2-2-2-2,2,2,2,2,45,INT2,91.857,90.08903217315674,success
51,INT 2-2-2-2,2,2,2,2,46,INT2,95.925,90.12571501731873,success
41,INT 8-8-8-8,8,8,8,8,42,INT8,96.131,87.07311797142029,success
41,INT 8-8-8-8,8,8,8,8,43,INT8,96.291,90.26562452316284,success
41,INT 8-8-8-8,8,8,8,8,44,INT8,98.401,89.7730700969696,success
41,INT 8-8-8-8,8,8,8,8,45,INT8,98.504,88.35548663139343,success
41,INT 8-8-8-8,8,8,8,8,46,INT8,96.95,90.0218780040741,success
41,INT 8-8-8-4,8,8,8,4,42,mixed,96.178,88.39743113517761,success
41,INT 8-8-8-4,8,8,8,4,43,mixed,96.287,88.36656594276428,success
41,INT 8-8-8-4,8,8,8,4,44,mixed,98.407,88.37100887298584,success
41,INT 8-8-8-4,8,8,8,4,45,mixed,98.459,91.06486201286316,success
41,INT 8-8-8-4,8,8,8,4,46,mixed,96.88,87.1748719215393,success
41,INT 8-8-8-2,8,8,8,2,42,mixed,96.285,91.1103744506836,success
41,INT 8-8-8-2,8,8,8,2,43,mixed,96.303,88.51134538650513,success
41,INT 8-8-8-2,8,8,8,2,44,mixed,98.323,88.83549928665161,success
41,INT 8-8-8-2,8,8,8,2,45,mixed,98.466,88.60567569732666,success
41,INT 8-8-8-2,8,8,8,2,46,mixed,96.954,88.2044665813446,success
41,INT 8-8-4-8,8,8,4,8,42,mixed,96.24,88.16412210464478,success
41,INT 8-8-4-8,8,8,4,8,43,mixed,96.285,88.82339453697205,success
41,INT 8-8-4-8,8,8,4,8,44,mixed,98.378,88.6257712841034,success
41,INT 8-8-4-8,8,8,4,8,45,mixed,98.485,88.19948530197144,success
41,INT 8-8-4-8,8,8,4,8,46,mixed,96.987,86.81045389175415,success
41,INT 8-8-4-4,8,8,4,4,42,mixed,96.509,92.26367330551147,success
41,INT 8-8-4-4,8,8,4,4,43,mixed,96.318,90.1182017326355,success
41,INT 8-8-4-4,8,8,4,4,44,mixed,98.369,88.28876423835754,success
41,INT 8-8-4-4,8,8,4,4,45,mixed,98.452,88.61844062805176,success
41,INT 8-8-4-4,8,8,4,4,46,mixed,96.89,88.47385597229004,success
41,INT 8-8-4-2,8,8,4,2,42,mixed,96.255,88.96777725219727,success
41,INT 8-8-4-2,8,8,4,2,43,mixed,96.37,87.76664280891418,success
41,INT 8-8-4-2,8,8,4,2,44,mixed,98.363,88.6359224319458,success
41,INT 8-8-4-2,8,8,4,2,45,mixed,98.438,89.16935801506042,success
41,INT 8-8-4-2,8,8,4,2,46,mixed,96.934,87.67073488235474,success
41,INT 8-8-2-8,8,8,2,8,42,mixed,96.195,88.49592542648315,success
41,INT 8-8-2-8,8,8,2,8,43,mixed,96.478,88.47320818901062,success
41,INT 8-8-2-8,8,8,2,8,44,mixed,98.42,91.76822662353516,success
41,INT 8-8-2-8,8,8,2,8,45,mixed,98.588,88.50776720046997,success
41,INT 8-8-2-8,8,8,2,8,46,mixed,96.848,90.68561577796936,success
41,INT 8-8-2-4,8,8,2,4,42,mixed,96.012,91.73579359054565,success
41,INT 8-8-2-4,8,8,2,4,43,mixed,96.478,89.74295425415039,success
41,INT 8-8-2-4,8,8,2,4,44,mixed,98.423,88.24784564971924,success
41,INT 8-8-2-4,8,8,2,4,45,mixed,98.513,88.76795983314514,success
41,INT 8-8-2-4,8,8,2,4,46,mixed,97.013,87.92384886741638,success
41,INT 8-8-2-2,8,8,2,2,42,mixed,95.741,90.2376139163971,success
41,INT 8-8-2-2,8,8,2,2,43,mixed,96.442,90.2092661857605,success
41,INT 8-8-2-2,8,8,2,2,44,mixed,98.474,90.20615291595459,success
41,INT 8-8-2-2,8,8,2,2,45,mixed,98.492,89.77258610725403,success
41,INT 8-8-2-2,8,8,2,2,46,mixed,96.924,86.72981429100037,success
41,INT 8-4-8-8,8,4,8,8,42,mixed,95.883,90.38081240653992,success
41,INT 8-4-8-8,8,4,8,8,43,mixed,96.162,88.62276101112366,success
41,INT 8-4-8-8,8,4,8,8,44,mixed,98.411,90.18630266189575,success
41,INT 8-4-8-8,8,4,8,8,45,mixed,98.452,88.86160016059875,success
41,INT 8-4-8-8,8,4,8,8,46,mixed,96.765,89.95404291152954,success
41,INT 8-4-8-4,8,4,8,4,42,mixed,95.853,86.88951969146729,success
41,INT 8-4-8-4,8,4,8,4,43,mixed,96.178,89.87128138542175,success
41,INT 8-4-8-4,8,4,8,4,44,mixed,98.318,88.56177520751953,success
41,INT 8-4-8-4,8,4,8,4,45,mixed,98.358,88.4018907546997,success
41,INT 8-4-8-4,8,4,8,4,46,mixed,96.726,90.2052309513092,success
41,INT 8-4-8-2,8,4,8,2,42,mixed,95.881,90.40893507003784,success
41,INT 8-4-8-2,8,4,8,2,43,mixed,96.259,87.9424262046814,success
41,INT 8-4-8-2,8,4,8,2,44,mixed,98.282,90.05873942375183,success
41,INT 8-4-8-2,8,4,8,2,45,mixed,98.42,89.73777651786804,success
41,INT 8-4-8-2,8,4,8,2,46,mixed,96.709,88.61823201179504,success
41,INT 8-4-4-8,8,4,4,8,42,mixed,95.919,88.62778449058533,success
41,INT 8-4-4-8,8,4,4,8,43,mixed,96.129,86.78968167304993,success
41,INT 8-4-4-8,8,4,4,8,44,mixed,98.135,92.09326887130737,success
41,INT 8-4-4-8,8,4,4,8,45,mixed,98.418,89.69861626625061,success
41,INT 8-4-4-8,8,4,4,8,46,mixed,96.774,88.14445161819458,success
41,INT 8-4-4-4,8,4,4,4,42,mixed,95.902,88.80571222305298,success
41,INT 8-4-4-4,8,4,4,4,43,mixed,96.173,88.83121514320374,success
41,INT 8-4-4-4,8,4,4,4,44,mixed,97.816,88.42591667175293,success
41,INT 8-4-4-4,8,4,4,4,45,mixed,98.55,88.12722539901733,success
41,INT 8-4-4-4,8,4,4,4,46,mixed,96.695,88.6315712928772,success
41,INT 8-4-4-2,8,4,4,2,42,mixed,95.773,90.70925426483154,success
41,INT 8-4-4-2,8,4,4,2,43,mixed,96.241,90.62329053878784,success
41,INT 8-4-4-2,8,4,4,2,44,mixed,98.506,89.3984580039978,success
41,INT 8-4-4-2,8,4,4,2,45,mixed,98.365,91.83167386054993,success
