input_length,size_MiB_total,size_MB_total,size_KiB_total,size_KB_total,config,runs,mean_acc,std_acc
21,0.041447,0.04346,42.441,43.46,INT 8-8-8-8,5,94.9944,1.7924
21,0.041065,0.04306,42.051,43.06,INT 8-8-8-4,5,94.9456,1.8122
21,0.040874,0.04286,41.855,42.86,INT 8-8-8-2,5,94.8818,1.8724
21,0.02142,0.02246,21.934,22.46,INT 8-8-4-8,5,94.801,1.9341
21,0.021038,0.02206,21.543,22.06,INT 8-8-4-4,5,94.9988,1.7931
21,0.020847,0.02186,21.348,21.86,INT 8-8-4-2,5,94.903,1.8285
21,0.011406,0.01196,11.68,11.96,INT 8-8-2-8,5,94.8226,1.7713
21,0.011024,0.01156,11.289,11.56,INT 8-8-2-4,5,94.8282,1.7049
21,0.010834,0.01136,11.094,11.36,INT 8-8-2-2,5,94.8794,1.7463
21,0.041304,0.04331,42.295,43.31,INT 8-4-8-8,5,94.9472,1.8764
21,0.040922,0.04291,41.904,42.91,INT 8-4-8-4,5,94.9438,1.8813
21,0.040731,0.04271,41.709,42.71,INT 8-4-8-2,5,94.9144,1.8772
21,0.021276,0.02231,21.787,22.31,INT 8-4-4-8,5,94.9796,1.8711
21,0.020895,0.02191,21.396,21.91,INT 8-4-4-4,5,94.9328,1.774
21,0.020704,0.02171,21.201,21.71,INT 8-4-4-2,5,94.8906,1.8729
21,0.011263,0.01181,11.533,11.81,INT 8-4-2-8,5,94.745,1.7316
21,0.010881,0.01141,11.143,11.41,INT 8-4-2-4,5,94.8222,1.707
21,0.010691,0.01121,10.947,11.21,INT 8-4-2-2,5,94.8208,1.7166
21,0.041232,0.043235,42.222,43.235,INT 8-2-8-8,5,92.8768,2.3837
21,0.040851,0.042835,41.831,42.835,INT 8-2-8-4,5,93.0584,2.3462
21,0.04066,0.042635,41.636,42.635,INT 8-2-8-2,5,93.305,2.1751
21,0.021205,0.022235,21.714,22.235,INT 8-2-4-8,5,93.017,2.3455
21,0.020823,0.021835,21.323,21.835,INT 8-2-4-4,5,92.7342,2.3217
21,0.020633,0.021635,21.128,21.635,INT 8-2-4-2,5,92.5544,2.5368
21,0.011191,0.011735,11.46,11.735,INT 8-2-2-8,5,93.0784,2.2907
21,0.01081,0.011335,11.069,11.335,INT 8-2-2-4,5,92.7032,2.3322
21,0.010619,0.011135,10.874,11.135,INT 8-2-2-2,5,93.278,2.0733
21,0.041418,0.04343,42.412,43.43,INT 4-8-8-8,5,94.5338,1.4376
21,0.041037,0.04303,42.021,43.03,INT 4-8-8-4,5,94.5496,1.4581
21,0.040846,0.04283,41.826,42.83,INT 4-8-8-2,5,94.5088,1.4539
21,0.021391,0.02243,21.904,22.43,INT 4-8-4-8,5,94.5416,1.4151
21,0.021009,0.02203,21.514,22.03,INT 4-8-4-4,5,94.527,1.4616
21,0.020819,0.02183,21.318,21.83,INT 4-8-4-2,5,94.4194,1.3762
21,0.011377,0.01193,11.65,11.93,INT 4-8-2-8,5,94.4946,1.5834
21,0.010996,0.01153,11.26,11.53,INT 4-8-2-4,5,94.5894,1.494
21,0.010805,0.01133,11.064,11.33,INT 4-8-2-2,5,94.4592,1.4259
21,0.041275,0.04328,42.266,43.28,INT 4-4-8-8,5,94.3588,1.5046
21,0.040894,0.04288,41.875,42.88,INT 4-4-8-4,5,94.3952,1.5363
21,0.040703,0.04268,41.68,42.68,INT 4-4-8-2,5,94.298,1.3754
21,0.021248,0.02228,21.758,22.28,INT 4-4-4-8,5,94.3384,1.4306
21,0.020866,0.02188,21.367,21.88,INT 4-4-4-4,5,94.3548,1.5363
21,0.020676,0.02168,21.172,21.68,INT 4-4-4-2,5,94.3414,1.3924
21,0.011234,0.01178,11.504,11.78,INT 4-4-2-8,5,94.4788,1.404
21,0.010853,0.01138,11.113,11.38,INT 4-4-2-4,5,94.3564,1.5886
21,0.010662,0.01118,10.918,11.18,INT 4-4-2-2,5,94.1502,1.5059
21,0.041203,0.043205,42.192,43.205,INT 4-2-8-8,5,92.4984,1.7294
21,0.040822,0.042805,41.802,42.805,INT 4-2-8-4,5,92.1148,1.8654
21,0.040631,0.042605,41.606,42.605,INT 4-2-8-2,5,92.2158,1.8292
21,0.021176,0.022205,21.685,22.205,INT 4-2-4-8,5,92.6892,1.7303
21,0.020795,0.021805,21.294,21.805,INT 4-2-4-4,5,92.4588,1.6266
21,0.020604,0.021605,21.099,21.605,INT 4-2-4-2,5,92.6352,1.7262
21,0.011163,0.011705,11.431,11.705,INT 4-2-2-8,5,91.7088,2.0862
21,0.010781,0.011305,11.04,11.305,INT 4-2-2-4,5,92.2908,1.7151
21,0.010591,0.011105,10.845,11.105,INT 4-2-2-2,5,92.2892,1.8881
21,0.041404,0.043415,42.397,43.415,INT 2-8-8-8,5,88.5848,3.7398
21,0.041022,0.043015,42.007,43.015,INT 2-8-8-4,5,88.6602,3.6683
21,0.040832,0.042815,41.812,42.815,INT 2-8-8-2,5,88.5058,3.8381
21,0.021377,0.022415,21.89,22.415,INT 2-8-4-8,5,88.2316,3.4581
21,0.020995,0.022015,21.499,22.015,INT 2-8-4-4,5,88.51,3.7904
21,0.020804,0.021815,21.304,21.815,INT 2-8-4-2,5,88.5138,3.8371
21,0.011363,0.011915,11.636,11.915,INT 2-8-2-8,5,88.1138,3.8228
21,0.010982,0.011515,11.245,11.515,INT 2-8-2-4,5,88.526,3.5986
21,0.010791,0.011315,11.05,11.315,INT 2-8-2-2,5,88.4366,3.6111
21,0.041261,0.043265,42.251,43.265,INT 2-4-8-8,5,88.4758,3.3707
21,0.040879,0.042865,41.86,42.865,INT 2-4-8-4,5,88.7112,3.2453
21,0.040689,0.042665,41.665,42.665,INT 2-4-8-2,5,88.5282,3.6219
21,0.021234,0.022265,21.743,22.265,INT 2-4-4-8,5,88.1866,3.8346
21,0.020852,0.021865,21.353,21.865,INT 2-4-4-4,5,88.2656,3.7942
21,0.020661,0.021665,21.157,21.665,INT 2-4-4-2,5,88.3486,3.6316
21,0.01122,0.011765,11.489,11.765,INT 2-4-2-8,5,88.4424,3.0846
21,0.010839,0.011365,11.099,11.365,INT 2-4-2-4,5,87.7444,3.3103
21,0.010648,0.011165,10.903,11.165,INT 2-4-2-2,5,88.1518,3.8674
21,0.041189,0.04319,42.178,43.19,INT 2-2-8-8,5,86.621,2.607
21,0.040808,0.04279,41.787,42.79,INT 2-2-8-4,5,86.4018,2.4176
21,0.040617,0.04259,41.592,42.59,INT 2-2-8-2,5,85.9432,2.473
21,0.021162,0.02219,21.67,22.19,INT 2-2-4-8,5,86.2688,3.2416
21,0.020781,0.02179,21.279,21.79,INT 2-2-4-4,5,86.1442,3.4552
21,0.02059,0.02159,21.084,21.59,INT 2-2-4-2,5,86.0234,3.12
21,0.011148,0.01169,11.416,11.69,INT 2-2-2-8,5,86.467,2.3025
21,0.010767,0.01129,11.025,11.29,INT 2-2-2-4,5,85.7348,3.1916
21,0.010576,0.01109,10.83,11.09,INT 2-2-2-2,5,85.8428,2.6402
11,0.022373,0.02346,22.91,23.46,INT 8-8-8-8,5,84.8388,2.883
11,0.021992,0.02306,22.52,23.06,INT 8-8-8-4,5,84.652,2.9755
11,0.021801,0.02286,22.324,22.86,INT 8-8-8-2,5,84.7226,3.0466
11,0.011883,0.01246,12.168,12.46,INT 8-8-4-8,5,84.7912,3.174
11,0.011501,0.01206,11.777,12.06,INT 8-8-4-4,5,84.5806,3.3592
11,0.011311,0.01186,11.582,11.86,INT 8-8-4-2,5,84.5528,3.2226
11,0.006638,0.00696,6.797,6.96,INT 8-8-2-8,5,84.5966,2.9857
11,0.006256,0.00656,6.406,6.56,INT 8-8-2-4,5,84.3016,2.4354
11,0.006065,0.00636,6.211,6.36,INT 8-8-2-2,5,84.3346,2.8457
11,0.02223,0.02331,22.764,23.31,INT 8-4-8-8,5,84.391,3.0829
11,0.021849,0.02291,22.373,22.91,INT 8-4-8-4,5,84.2172,3.3827
11,0.021658,0.02271,22.178,22.71,INT 8-4-8-2,5,84.6966,2.7825
11,0.01174,0.01231,12.021,12.31,INT 8-4-4-8,5,84.8178,2.7238
11,0.011358,0.01191,11.631,11.91,INT 8-4-4-4,5,84.5492,2.2897
11,0.011168,0.01171,11.436,11.71,INT 8-4-4-2,5,84.378,2.3113
11,0.006495,0.00681,6.65,6.81,INT 8-4-2-8,5,84.2438,3.2457
11,0.006113,0.00641,6.26,6.41,INT 8-4-2-4,5,84.2536,2.6575
11,0.005922,0.00621,6.064,6.21,INT 8-4-2-2,5,84.113,2.9491
11,0.022159,0.023235,22.69,23.235,INT 8-2-8-8,5,82.431,2.4655
11,0.021777,0.022835,22.3,22.835,INT 8-2-8-4,5,82.5054,1.8612
11,0.021586,0.022635,22.104,22.635,INT 8-2-8-2,5,82.165,1.8231
11,0.011668,0.012235,11.948,12.235,INT 8-2-4-8,5,82.0948,2.0084
11,0.011287,0.011835,11.558,11.835,INT 8-2-4-4,5,82.879,2.2366
11,0.011096,0.011635,11.362,11.635,INT 8-2-4-2,5,82.1716,2.2405
11,0.006423,0.006735,6.577,6.735,INT 8-2-2-8,5,82.3498,2.2497
11,0.006042,0.006335,6.187,6.335,INT 8-2-2-4,5,82.3026,2.1917
11,0.005851,0.006135,5.991,6.135,INT 8-2-2-2,5,82.1216,0.9464
11,0.022345,0.02343,22.881,23.43,INT 4-8-8-8,5,84.4144,2.9714
11,0.021963,0.02303,22.49,23.03,INT 4-8-8-4,5,84.4356,3.0375
11,0.021772,0.02283,22.295,22.83,INT 4-8-8-2,5,84.4648,3.1273
11,0.011854,0.01243,12.139,12.43,INT 4-8-4-8,5,84.2632,3.0471
11,0.011473,0.01203,11.748,12.03,INT 4-8-4-4,5,84.4176,2.9654
11,0.011282,0.01183,11.553,11.83,INT 4-8-4-2,5,84.355,2.9534
11,0.006609,0.00693,6.768,6.93,INT 4-8-2-8,5,84.2128,2.9808
11,0.006227,0.00653,6.377,6.53,INT 4-8-2-4,5,84.2124,2.7938
11,0.006037,0.00633,6.182,6.33,INT 4-8-2-2,5,83.995,2.6503
11,0.022202,0.02328,22.734,23.28,INT 4-4-8-8,5,84.0068,3.0819
11,0.02182,0.02288,22.344,22.88,INT 4-4-8-4,5,84.4558,2.1708
11,0.021629,0.02268,22.148,22.68,INT 4-4-8-2,5,83.3012,4.3574
11,0.011711,0.01228,11.992,12.28,INT 4-4-4-8,5,84.0342,3.3079
11,0.01133,0.01188,11.602,11.88,INT 4-4-4-4,5,83.753,3.5063
11,0.011139,0.01168,11.406,11.68,INT 4-4-4-2,5,83.2552,3.2359
11,0.006466,0.00678,6.621,6.78,INT 4-4-2-8,5,84.2008,2.6185
11,0.006084,0.00638,6.23,6.38,INT 4-4-2-4,5,83.6488,3.015
11,0.005894,0.00618,6.035,6.18,INT 4-4-2-2,5,83.2898,3.1006
11,0.02213,0.023205,22.661,23.205,INT 4-2-8-8,5,82.5494,1.787
11,0.021749,0.022805,22.271,22.805,INT 4-2-8-4,5,81.2694,2.6119
11,0.021558,0.022605,22.075,22.605,INT 4-2-8-2,5,82.148,1.7586
11,0.01164,0.012205,11.919,12.205,INT 4-2-4-8,5,81.5738,2.7571
11,0.011258,0.011805,11.528,11.805,INT 4-2-4-4,5,82.0486,1.8164
11,0.011067,0.011605,11.333,11.605,INT 4-2-4-2,5,81.6096,2.135
11,0.006394,0.006705,6.548,6.705,INT 4-2-2-8,5,80.7826,1.2267
11,0.006013,0.006305,6.157,6.305,INT 4-2-2-4,5,81.187,1.6464
11,0.005822,0.006105,5.962,6.105,INT 4-2-2-2,5,80.9222,2.0444
11,0.02233,0.023415,22.866,23.415,INT 2-8-8-8,5,77.9232,3.4756
11,0.021949,0.023015,22.476,23.015,INT 2-8-8-4,5,78.0114,3.4371
11,0.021758,0.022815,22.28,22.815,INT 2-8-8-2,5,77.0536,3.4674
11,0.01184,0.012415,12.124,12.415,INT 2-8-4-8,5,77.869,3.3948
11,0.011458,0.012015,11.733,12.015,INT 2-8-4-4,5,77.959,3.3051
11,0.011268,0.011815,11.538,11.815,INT 2-8-4-2,5,77.0064,3.3112
11,0.006595,0.006915,6.753,6.915,INT 2-8-2-8,5,76.9308,3.3536
11,0.006213,0.006515,6.362,6.515,INT 2-8-2-4,5,76.7844,3.5814
11,0.006022,0.006315,6.167,6.315,INT 2-8-2-2,5,76.4804,3.3389
11,0.022187,0.023265,22.72,23.265,INT 2-4-8-8,5,77.2642,3.548
11,0.021806,0.022865,22.329,22.865,INT 2-4-8-4,5,77.629,3.676
11,0.021615,0.022665,22.134,22.665,INT 2-4-8-2,5,76.8222,3.4101
11,0.011697,0.012265,11.978,12.265,INT 2-4-4-8,5,77.263,3.7041
11,0.011315,0.011865,11.587,11.865,INT 2-4-4-4,5,77.6266,3.682
11,0.011125,0.011665,11.392,11.665,INT 2-4-4-2,5,76.9926,3.4158
11,0.006452,0.006765,6.606,6.765,INT 2-4-2-8,5,76.7754,3.0476
11,0.00607,0.006365,6.216,6.365,INT 2-4-2-4,5,76.27,3.3086
11,0.005879,0.006165,6.021,6.165,INT 2-4-2-2,5,75.744,3.6425
11,0.022116,0.02319,22.646,23.19,INT 2-2-8-8,5,75.6308,3.1598
11,0.021734,0.02279,22.256,22.79,INT 2-2-8-4,5,75.7314,3.2216
11,0.021544,0.02259,22.061,22.59,INT 2-2-8-2,5,74.5146,2.7303
11,0.011625,0.01219,11.904,12.19,INT 2-2-4-8,5,75.4498,2.9352
11,0.011244,0.01179,11.514,11.79,INT 2-2-4-4,5,75.265,4.1357
11,0.011053,0.01159,11.318,11.59,INT 2-2-4-2,5,74.739,2.9103
11,0.00638,0.00669,6.533,6.69,INT 2-2-2-8,5,74.257,2.8737
11,0.005999,0.00629,6.143,6.29,INT 2-2-2-4,5,74.5544,2.3587
11,0.005808,0.00609,5.947,6.09,INT 2-2-2-2,5,74.1192,2.7822
5,0.010929,0.01146,11.191,11.46,INT 8-8-8-8,5,69.7598,0.844
5,0.010548,0.01106,10.801,11.06,INT 8-8-8-4,5,69.9258,0.872
5,0.010357,0.01086,10.605,10.86,INT 8-8-8-2,5,69.8458,0.8563
5,0.006161,0.00646,6.309,6.46,INT 8-8-4-8,5,69.796,0.893
5,0.005779,0.00606,5.918,6.06,INT 8-8-4-4,5,69.7824,0.991
5,0.005589,0.00586,5.723,5.86,INT 8-8-4-2,5,69.7534,0.9158
5,0.003777,0.00396,3.867,3.96,INT 8-8-2-8,5,69.1078,1.2219
5,0.003395,0.00356,3.477,3.56,INT 8-8-2-4,5,69.1702,1.0418
5,0.003204,0.00336,3.281,3.36,INT 8-8-2-2,5,69.2028,1.2329
5,0.010786,0.01131,11.045,11.31,INT 8-4-8-8,5,69.1348,0.937
5,0.010405,0.01091,10.654,10.91,INT 8-4-8-4,5,68.7992,0.877
5,0.010214,0.01071,10.459,10.71,INT 8-4-8-2,5,68.9532,0.749
5,0.006018,0.00631,6.162,6.31,INT 8-4-4-8,5,68.8978,1.1168
5,0.005636,0.00591,5.771,5.91,INT 8-4-4-4,5,68.3088,0.4291
5,0.005445,0.00571,5.576,5.71,INT 8-4-4-2,5,68.7124,0.8548
5,0.003633,0.00381,3.721,3.81,INT 8-4-2-8,5,68.6256,0.7717
5,0.003252,0.00341,3.33,3.41,INT 8-4-2-4,5,68.093,0.4292
5,0.003061,0.00321,3.135,3.21,INT 8-4-2-2,5,67.9964,0.5699
5,0.010715,0.011235,10.972,11.235,INT 8-2-8-8,5,64.3744,2.1389
5,0.010333,0.010835,10.581,10.835,INT 8-2-8-4,5,64.1204,2.8888
5,0.010142,0.010635,10.386,10.635,INT 8-2-8-2,5,64.4486,2.06
5,0.005946,0.006235,6.089,6.235,INT 8-2-4-8,5,64.237,2.0443
5,0.005565,0.005835,5.698,5.835,INT 8-2-4-4,5,64.4528,1.9576
5,0.005374,0.005635,5.503,5.635,INT 8-2-4-2,5,63.5788,2.7914
5,0.003562,0.003735,3.647,3.735,INT 8-2-2-8,5,63.1558,2.6556
5,0.003181,0.003335,3.257,3.335,INT 8-2-2-4,5,63.3972,3.0197
5,0.00299,0.003135,3.062,3.135,INT 8-2-2-2,5,63.6856,2.4551
5,0.0109,0.01143,11.162,11.43,INT 4-8-8-8,5,68.463,1.7672
5,0.010519,0.01103,10.771,11.03,INT 4-8-8-4,5,68.2354,2.0922
5,0.010328,0.01083,10.576,10.83,INT 4-8-8-2,5,68.327,0.8681
5,0.006132,0.00643,6.279,6.43,INT 4-8-4-8,5,68.4092,1.3015
5,0.005751,0.00603,5.889,6.03,INT 4-8-4-4,5,68.1336,1.9757
5,0.00556,0.00583,5.693,5.83,INT 4-8-4-2,5,67.9932,1.6508
5,0.003748,0.00393,3.838,3.93,INT 4-8-2-8,5,68.1694,1.4983
5,0.003366,0.00353,3.447,3.53,INT 4-8-2-4,5,68.0272,1.8252
5,0.003176,0.00333,3.252,3.33,INT 4-8-2-2,5,68.3418,1.2324
5,0.010757,0.01128,11.016,11.28,INT 4-4-8-8,5,67.373,2.104
5,0.010376,0.01088,10.625,10.88,INT 4-4-8-4,5,67.7974,1.4312
5,0.010185,0.01068,10.43,10.68,INT 4-4-8-2,5,67.6346,1.444
5,0.005989,0.00628,6.133,6.28,INT 4-4-4-8,5,67.6888,1.4703
5,0.005608,0.00588,5.742,5.88,INT 4-4-4-4,5,67.6674,1.4831
5,0.005417,0.00568,5.547,5.68,INT 4-4-4-2,5,67.5364,1.2095
5,0.003605,0.00378,3.691,3.78,INT 4-4-2-8,5,66.7696,1.5993
5,0.003223,0.00338,3.301,3.38,INT 4-4-2-4,5,67.3998,1.4594
5,0.003033,0.00318,3.105,3.18,INT 4-4-2-2,5,66.3852,0.8847
5,0.010686,0.011205,10.942,11.205,INT 4-2-8-8,5,63.3094,3.5327
5,0.010304,0.010805,10.552,10.805,INT 4-2-8-4,5,63.041,3.5441
5,0.010114,0.010605,10.356,10.605,INT 4-2-8-2,5,63.2262,3.8786
5,0.005918,0.006205,6.06,6.205,INT 4-2-4-8,5,63.4524,3.4524
5,0.005536,0.005805,5.669,5.805,INT 4-2-4-4,5,63.8514,2.7935
5,0.005345,0.005605,5.474,5.605,INT 4-2-4-2,5,63.3768,2.7264
5,0.003533,0.003705,3.618,3.705,INT 4-2-2-8,5,63.1424,2.6565
5,0.003152,0.003305,3.228,3.305,INT 4-2-2-4,5,63.3684,3.5742
5,0.002961,0.003105,3.032,3.105,INT 4-2-2-2,5,62.705,3.9399
5,0.010886,0.011415,11.147,11.415,INT 2-8-8-8,5,63.1654,0.8205
5,0.010505,0.011015,10.757,11.015,INT 2-8-8-4,5,63.0636,1.002
5,0.010314,0.010815,10.562,10.815,INT 2-8-8-2,5,62.8476,0.817
5,0.006118,0.006415,6.265,6.415,INT 2-8-4-8,5,62.8068,0.9738
5,0.005736,0.006015,5.874,6.015,INT 2-8-4-4,5,62.839,1.0186
5,0.005546,0.005815,5.679,5.815,INT 2-8-4-2,5,62.7576,0.7474
5,0.003734,0.003915,3.823,3.915,INT 2-8-2-8,5,62.8356,1.8898
5,0.003352,0.003515,3.433,3.515,INT 2-8-2-4,5,62.8498,1.8648
5,0.003161,0.003315,3.237,3.315,INT 2-8-2-2,5,62.3332,1.0499
5,0.010743,0.011265,11.001,11.265,INT 2-4-8-8,5,62.6796,1.0991
5,0.010362,0.010865,10.61,10.865,INT 2-4-8-4,5,62.2798,1.5305
5,0.010171,0.010665,10.415,10.665,INT 2-4-8-2,5,61.9454,1.1559
5,0.005975,0.006265,6.118,6.265,INT 2-4-4-8,5,62.3898,1.2189
5,0.005593,0.005865,5.728,5.865,INT 2-4-4-4,5,62.6368,1.377
5,0.005403,0.005665,5.532,5.665,INT 2-4-4-2,5,61.9388,0.9573
5,0.003591,0.003765,3.677,3.765,INT 2-4-2-8,5,62.0548,1.6061
5,0.003209,0.003365,3.286,3.365,INT 2-4-2-4,5,62.3618,1.8552
5,0.003018,0.003165,3.091,3.165,INT 2-4-2-2,5,61.4952,1.5123
5,0.010672,0.01119,10.928,11.19,INT 2-2-8-8,5,59.5576,1.988
5,0.01029,0.01079,10.537,10.79,INT 2-2-8-4,5,59.196,2.0956
5,0.010099,0.01059,10.342,10.59,INT 2-2-8-2,5,58.8668,2.5589
5,0.005903,0.00619,6.045,6.19,INT 2-2-4-8,5,59.2938,1.6505
5,0.005522,0.00579,5.654,5.79,INT 2-2-4-4,5,58.8748,2.7493
5,0.005331,0.00559,5.459,5.59,INT 2-2-4-2,5,59.304,2.8686
5,0.003519,0.00369,3.604,3.69,INT 2-2-2-8,5,59.1516,2.1566
5,0.003138,0.00329,3.213,3.29,INT 2-2-2-4,5,59.2722,2.0337
5,0.002947,0.00309,3.018,3.09,INT 2-2-2-2,5,58.787,1.4244
